StartDate,EndValue,LongValue,N_Buys,N_Sells,N,Threshold
2020-11-15 06:00:00+00:00,3280493.0,1024176.12,28,28,5,10
2020-11-20 06:00:00+00:00,3022351.9999999995,872800.96,28,27,5,10
2020-11-25 06:00:00+00:00,2769640.849999999,719157.28,28,28,5,10
2020-11-30 06:00:00+00:00,2802954.099999999,750865.33,29,28,5,10
2020-12-05 06:00:00+00:00,2922642.899999999,707177.2000000001,29,29,5,10
2020-12-10 06:00:00+00:00,2767239.2999999993,733580.3200000001,30,29,5,10
2020-12-15 06:00:00+00:00,2678559.6,662563.84,29,29,5,10
2020-12-20 06:00:00+00:00,2697217.2,588515.2300000001,30,30,5,10
2020-12-25 06:00:00+00:00,2317507.4999999995,660182.1,31,30,5,10
2020-12-30 06:00:00+00:00,1555418.9899999993,499748.88,31,31,5,10
2021-01-04 06:00:00+00:00,1424918.3799999997,340860.62,32,31,5,10
2021-01-09 06:00:00+00:00,1599930.8999999994,262477.0,31,31,5,10
2021-01-14 06:00:00+00:00,1381087.9999999995,294545.1,32,31,5,10
2021-01-19 06:00:00+00:00,1578628.4,233140.0,32,31,5,10
2021-01-24 06:00:00+00:00,1608406.7999999998,185978.8,30,30,5,10
2021-01-29 06:00:00+00:00,1430268.9999999998,193214.0,31,30,5,10
2021-02-03 06:00:00+00:00,1436860.0999999999,170688.0,30,29,5,10
2021-02-08 06:00:00+00:00,1502015.5000000002,197960.0,30,29,5,10
2021-02-13 06:00:00+00:00,1361353.8000000005,156529.8,29,29,5,10
2021-02-18 06:00:00+00:00,1328028.4999999995,152265.2,29,28,5,10
2021-02-23 06:00:00+00:00,1327023.0999999996,161128.0,29,29,5,10
2021-02-28 06:00:00+00:00,1216678.4,191330.3,30,29,5,10
2021-03-05 06:00:00+00:00,1117141.2999999998,177264.4,30,30,5,10
2021-03-10 06:00:00+00:00,1120219.1999999997,143461.0,28,28,5,10
2021-03-15 05:00:00+00:00,1122918.2999999996,136623.0,28,28,5,10
2021-03-20 05:00:00+00:00,1251831.8999999997,159232.6,29,28,5,10
2021-03-25 05:00:00+00:00,1278194.9000000004,198525.7,29,28,5,10
2021-03-30 05:00:00+00:00,1224801.6,186487.5,29,28,5,10
2021-04-04 05:00:00+00:00,1205412.5999999999,172877.7,30,29,5,10
2021-04-09 05:00:00+00:00,1053447.1,154384.0,30,30,5,10
2021-04-14 05:00:00+00:00,1015477.1000000001,130920.4,29,29,5,10
2021-04-19 05:00:00+00:00,1002061.5000000001,133316.4,28,28,5,10
2021-04-24 05:00:00+00:00,897272.5000000003,127765.09999999999,29,29,5,10
2021-04-29 05:00:00+00:00,713405.3000000002,108421.2,29,29,5,10
2021-05-04 05:00:00+00:00,618942.0999999999,83818.0,29,29,5,10
2021-05-09 05:00:00+00:00,649006.9000000001,64080.00000000001,29,29,5,10
2021-05-14 05:00:00+00:00,649006.9000000001,53683.6,29,29,5,10
2021-05-19 05:00:00+00:00,654030.1000000002,66731.0,30,30,5,10
2021-05-24 05:00:00+00:00,642314.2,93904.1,30,29,5,10
2021-05-29 05:00:00+00:00,596715.5999999999,71780.0,30,30,5,10
2021-06-03 05:00:00+00:00,576038.4,65630.80000000002,30,30,5,10
2021-06-08 05:00:00+00:00,582907.8,72480.0,31,30,5,10
2021-06-13 05:00:00+00:00,592993.9000000001,58449.399999999994,30,30,5,10
2021-06-18 05:00:00+00:00,592993.9000000001,46403.799999999996,30,30,5,10
2021-06-23 05:00:00+00:00,571300.3,54685.0,31,30,5,10
2021-06-28 05:00:00+00:00,577645.6000000001,60124.99999999999,31,30,5,10
2021-07-03 05:00:00+00:00,547873.3,51010.0,30,30,5,10
2021-07-08 05:00:00+00:00,650998.6000000001,56118.8,31,30,5,10
2021-07-13 05:00:00+00:00,619443.4000000001,52401.40000000001,31,31,5,10
2021-07-18 05:00:00+00:00,759323.8,71570.0,33,31,5,10
2021-07-23 05:00:00+00:00,774543.2999999999,76369.59999999998,32,31,5,10
2021-07-28 05:00:00+00:00,668798.3999999999,72015.59999999999,32,32,5,10
2021-08-02 05:00:00+00:00,597125.4999999999,62091.999999999985,33,33,5,10
2021-08-07 05:00:00+00:00,558476.3999999999,57670.9,34,33,5,10
2021-08-12 05:00:00+00:00,629639.9999999999,60214.6,33,32,5,10
2021-08-17 05:00:00+00:00,616618.9999999999,59709.30000000001,33,33,5,10
2021-08-22 05:00:00+00:00,600451.0000000001,50782.0,32,32,5,10
2021-08-27 05:00:00+00:00,567802.7,48444.799999999996,33,33,5,10
2021-09-01 05:00:00+00:00,492146.99999999977,46475.200000000004,34,33,5,10
2021-09-06 05:00:00+00:00,520349.7999999998,43150.0,33,32,5,10
2021-09-11 05:00:00+00:00,505432.9999999999,54547.0,33,32,5,10
2021-09-16 05:00:00+00:00,511157.39999999997,41061.7,32,32,5,10
2021-09-21 05:00:00+00:00,539290.3,45738.10000000001,32,31,5,10
2021-09-26 05:00:00+00:00,521828.2999999999,45543.5,30,30,5,10
2021-10-01 05:00:00+00:00,448959.69999999995,44814.10000000001,30,30,5,10
2021-10-06 05:00:00+00:00,450714.6,41281.2,30,29,5,10
2021-10-11 05:00:00+00:00,400181.1999999999,37111.99999999999,30,30,5,10
2021-10-16 05:00:00+00:00,368749.89999999997,33634.99999999999,30,30,5,10
2021-10-21 05:00:00+00:00,364397.80000000005,30932.800000000014,31,30,5,10
2021-10-26 05:00:00+00:00,396126.30000000005,37157.09999999999,31,30,5,10
2021-10-31 05:00:00+00:00,424106.5,38818.00000000001,30,29,5,10
2020-04-05 05:00:00+00:00,1317882.6800000002,1468448.0499999998,15,15,10,1
2020-05-25 05:00:00+00:00,1157979.18,1212571.63,16,15,10,1
2020-05-30 05:00:00+00:00,1285672.5500000003,1195418.08,15,15,10,1
2020-06-04 05:00:00+00:00,1178559.5500000003,1025526.0999999999,16,15,10,1
2020-06-09 05:00:00+00:00,1157268.5500000003,968629.96,16,16,10,1
2020-06-14 05:00:00+00:00,1221255.2500000005,1005305.25,17,16,10,1
2020-06-19 05:00:00+00:00,1221255.2500000005,873201.5800000001,17,16,10,1
2020-06-24 05:00:00+00:00,1221255.2500000005,795787.5599999999,17,16,10,1
2020-06-29 05:00:00+00:00,1145683.4600000002,951899.0999999999,18,16,10,1
2020-07-04 05:00:00+00:00,1213291.4000000001,989633.71,18,16,10,1
2020-07-09 05:00:00+00:00,1137097.4000000001,825134.32,18,17,10,1
2020-07-14 05:00:00+00:00,1020928.2500000003,829997.8,18,17,10,1
2020-07-19 05:00:00+00:00,901962.0800000003,885722.92,19,17,10,1
2020-07-24 05:00:00+00:00,809765.2100000002,846937.5,18,17,10,1
2020-07-29 05:00:00+00:00,893386.8600000001,795416.8,18,17,10,1
2020-08-03 05:00:00+00:00,965840.2700000003,754865.5,19,17,10,1
2020-08-09 05:00:00+00:00,1070930.1099999999,803661.3099999999,19,17,10,1
2020-08-14 05:00:00+00:00,1097389.55,756212.1599999999,17,16,10,1
2020-08-19 05:00:00+00:00,976703.5800000003,789320.53,17,17,10,1
2020-08-27 05:00:00+00:00,1111392.5800000005,784190.43,18,16,10,1
2020-09-01 05:00:00+00:00,1247646.3800000004,760961.4,19,17,10,1
2020-09-06 05:00:00+00:00,1499904.7900000005,1228361.8699999999,18,17,10,1
2020-09-11 05:00:00+00:00,1291986.6400000004,906839.4,18,17,10,1
2020-09-16 05:00:00+00:00,1291986.6400000004,1004420.0,18,17,10,1
2020-09-21 05:00:00+00:00,1133353.02,792856.99,18,18,10,1
2020-09-26 05:00:00+00:00,1147681.23,806897.2100000001,18,17,10,1
2020-10-01 05:00:00+00:00,1128720.2700000007,845196.2800000001,18,17,10,1
2020-10-06 05:00:00+00:00,1335700.22,990995.5,18,17,10,1
2020-10-11 05:00:00+00:00,1261732.68,932720.1,19,17,10,1
2020-10-16 05:00:00+00:00,1357212.1000000003,1036376.2,18,17,10,1
2020-10-21 05:00:00+00:00,1562571.26,1092723.2400000002,17,16,10,1
2020-10-26 05:00:00+00:00,1576745.8599999999,1044083.92,17,16,10,1
2020-10-31 05:00:00+00:00,1479795.9500000002,1115193.25,17,16,10,1
2020-11-05 06:00:00+00:00,1498069.4100000001,1121097.9999999998,17,16,10,1
2020-11-10 06:00:00+00:00,1459024.5499999998,1048735.66,18,16,10,1
2020-11-15 06:00:00+00:00,1195679.5200000005,1024176.12,17,16,10,1
2020-11-20 06:00:00+00:00,1203918.8099999998,872800.96,17,17,10,1
2020-11-25 06:00:00+00:00,1199258.1400000001,719157.28,17,17,10,1
2020-11-30 06:00:00+00:00,1157451.5399999996,750865.33,18,17,10,1
2020-12-05 06:00:00+00:00,1018377.1399999998,707177.2000000001,18,18,10,1
2020-12-10 06:00:00+00:00,916342.8800000001,733580.3200000001,18,18,10,1
2020-12-15 06:00:00+00:00,1031151.6099999998,662563.84,17,17,10,1
2020-12-20 06:00:00+00:00,916162.8800000001,588515.2300000001,19,17,10,1
2020-12-25 06:00:00+00:00,617050.62,660182.1,19,17,10,1
2020-12-30 06:00:00+00:00,550269.8999999999,499748.88,18,18,10,1
2021-01-04 06:00:00+00:00,585094.2999999999,340860.62,19,17,10,1
2021-01-09 06:00:00+00:00,530330.9,262477.0,17,17,10,1
2021-01-14 06:00:00+00:00,535241.0999999999,294545.1,18,17,10,1
2021-01-19 06:00:00+00:00,504425.8000000001,233140.0,19,17,10,1
2021-01-24 06:00:00+00:00,424712.0,185978.8,18,18,10,1
2021-01-29 06:00:00+00:00,408920.6,193214.0,18,18,10,1
2021-02-03 06:00:00+00:00,362056.50000000006,170688.0,21,18,10,1
2021-02-08 06:00:00+00:00,425286.8999999999,197960.0,20,18,10,1
2021-02-13 06:00:00+00:00,449848.10000000015,156529.8,19,17,10,1
2021-02-18 06:00:00+00:00,449401.5000000001,152265.2,19,18,10,1
2021-02-23 06:00:00+00:00,449401.5000000001,161128.0,19,18,10,1
2021-02-28 06:00:00+00:00,366864.49999999994,191330.3,18,18,10,1
2021-03-05 06:00:00+00:00,358546.80000000005,177264.4,19,18,10,1
2021-03-10 06:00:00+00:00,371976.0999999999,143461.0,18,17,10,1
2021-03-15 05:00:00+00:00,371976.0999999999,136623.0,18,17,10,1
2021-03-20 05:00:00+00:00,426842.89999999997,159232.6,19,17,10,1
2021-03-25 05:00:00+00:00,408168.4,198525.7,18,17,10,1
2021-03-30 05:00:00+00:00,426832.7,186487.5,19,17,10,1
2021-04-04 05:00:00+00:00,386973.5,172877.7,20,17,10,1
2021-04-09 05:00:00+00:00,388269.3,154384.0,18,18,10,1
2021-04-14 05:00:00+00:00,383406.3,130920.4,17,17,10,1
2021-04-19 05:00:00+00:00,311083.4,133316.4,17,17,10,1
2021-04-24 05:00:00+00:00,250600.5,127765.09999999999,19,18,10,1
2021-04-29 05:00:00+00:00,215960.5,108421.2,18,18,10,1
2021-05-04 05:00:00+00:00,221725.0,83818.0,19,18,10,1
2021-05-09 05:00:00+00:00,221696.5,64080.00000000001,18,17,10,1
2021-05-14 05:00:00+00:00,221696.5,53683.6,18,17,10,1
2021-05-19 05:00:00+00:00,238671.69999999998,66731.0,17,17,10,1
2021-05-24 05:00:00+00:00,222996.8,93904.1,16,16,10,1
2021-05-29 05:00:00+00:00,243902.89999999988,71780.0,16,16,10,1
2021-06-03 05:00:00+00:00,248904.59999999998,65630.80000000002,16,15,10,1
2021-06-08 05:00:00+00:00,276187.49999999994,72480.0,15,15,10,1
2021-06-13 05:00:00+00:00,276187.49999999994,58449.399999999994,15,15,10,1
2021-06-18 05:00:00+00:00,276187.49999999994,46403.799999999996,15,15,10,1
2021-06-23 05:00:00+00:00,275848.3999999999,54685.0,15,15,10,1
2021-06-28 05:00:00+00:00,270032.2999999998,60124.99999999999,16,15,10,1
2021-07-03 05:00:00+00:00,265056.59999999986,51010.0,15,15,10,1
2021-07-08 05:00:00+00:00,283724.1999999999,56118.8,16,15,10,1
2021-07-13 05:00:00+00:00,235565.5999999999,52401.40000000001,16,16,10,1
2021-07-18 05:00:00+00:00,247153.09999999992,71570.0,17,16,10,1
2021-07-23 05:00:00+00:00,250125.19999999992,76369.59999999998,17,16,10,1
2021-07-28 05:00:00+00:00,193567.39999999997,72015.59999999999,17,17,10,1
2021-08-02 05:00:00+00:00,175118.19999999992,62091.999999999985,18,17,10,1
2021-08-07 05:00:00+00:00,180320.8,57670.9,18,18,10,1
2021-08-12 05:00:00+00:00,216067.3,60214.6,18,17,10,1
2021-08-17 05:00:00+00:00,226510.29999999993,59709.30000000001,18,17,10,1
2021-08-22 05:00:00+00:00,193471.19999999998,50782.0,17,17,10,1
2021-08-27 05:00:00+00:00,170392.39999999997,48444.799999999996,17,17,10,1
2021-09-01 05:00:00+00:00,192602.39999999994,46475.200000000004,16,16,10,1
2021-09-06 05:00:00+00:00,201876.59999999995,43150.0,17,16,10,1
2021-09-11 05:00:00+00:00,246709.39999999997,54547.0,16,15,10,1
2021-09-16 05:00:00+00:00,224449.39999999997,41061.7,16,16,10,1
2021-09-21 05:00:00+00:00,225837.09999999995,45738.10000000001,16,16,10,1
2021-09-26 05:00:00+00:00,194998.2999999999,45543.5,17,16,10,1
2021-10-01 05:00:00+00:00,190511.0,44814.10000000001,17,16,10,1
2021-10-06 05:00:00+00:00,177416.29999999993,41281.2,18,17,10,1
2021-10-11 05:00:00+00:00,159189.49999999994,37111.99999999999,18,18,10,1
2021-10-16 05:00:00+00:00,156054.7,33634.99999999999,18,18,10,1
2021-10-21 05:00:00+00:00,148764.9999999999,30932.800000000014,19,18,10,1
2021-10-26 05:00:00+00:00,163722.69999999998,37157.09999999999,20,19,10,1
2021-10-31 05:00:00+00:00,168190.4,38818.00000000001,20,19,10,1
2020-04-05 05:00:00+00:00,1101612.31,1468448.0499999998,12,12,10,2
2020-05-25 05:00:00+00:00,968303.39,1212571.63,13,12,10,2
2020-05-30 05:00:00+00:00,1109478.15,1195418.08,12,12,10,2
2020-06-04 05:00:00+00:00,1017178.6499999999,1025526.0999999999,13,12,10,2
2020-06-09 05:00:00+00:00,998832.15,968629.96,13,13,10,2
2020-06-14 05:00:00+00:00,931196.8500000001,1005305.25,14,13,10,2
2020-06-19 05:00:00+00:00,927227.55,873201.5800000001,14,14,10,2
2020-06-24 05:00:00+00:00,927227.55,795787.5599999999,14,14,10,2
2020-06-29 05:00:00+00:00,932273.5499999999,951899.0999999999,15,14,10,2
2020-07-04 05:00:00+00:00,978035.55,989633.71,15,14,10,2
2020-07-09 05:00:00+00:00,911437.0500000002,825134.32,15,15,10,2
2020-07-14 05:00:00+00:00,880325.3100000003,829997.8,15,15,10,2
2020-07-19 05:00:00+00:00,777280.5800000002,885722.92,17,15,10,2
2020-07-24 05:00:00+00:00,698642.3,846937.5,16,15,10,2
2020-07-29 05:00:00+00:00,771097.9800000002,795416.8,18,15,10,2
2020-08-03 05:00:00+00:00,834818.2900000004,754865.5,16,15,10,2
2020-08-09 05:00:00+00:00,924645.3300000003,803661.3099999999,16,15,10,2
2020-08-14 05:00:00+00:00,948905.9700000004,756212.1599999999,15,14,10,2
2020-08-19 05:00:00+00:00,844196.8800000002,789320.53,15,15,10,2
2020-08-27 05:00:00+00:00,959325.5400000004,784190.43,15,14,10,2
2020-09-01 05:00:00+00:00,1076993.6400000006,760961.4,16,15,10,2
2020-09-06 05:00:00+00:00,1289843.1300000001,1228361.8699999999,16,15,10,2
2020-09-11 05:00:00+00:00,1212356.9900000007,906839.4,15,15,10,2
2020-09-16 05:00:00+00:00,1212356.9900000007,1004420.0,15,15,10,2
2020-09-21 05:00:00+00:00,1066554.52,792856.99,17,16,10,2
2020-09-26 05:00:00+00:00,1008564.6500000003,806897.2100000001,16,16,10,2
2020-10-01 05:00:00+00:00,1002893.0600000002,845196.2800000001,16,16,10,2
2020-10-06 05:00:00+00:00,1183017.6100000003,990995.5,17,16,10,2
2020-10-11 05:00:00+00:00,1115029.45,932720.1,17,16,10,2
2020-10-16 05:00:00+00:00,1202176.23,1036376.2,17,16,10,2
2020-10-21 05:00:00+00:00,1384820.7600000005,1092723.2400000002,16,15,10,2
2020-10-26 05:00:00+00:00,1397403.5600000003,1044083.92,16,15,10,2
2020-10-31 05:00:00+00:00,1410237.1900000002,1115193.25,17,15,10,2
2020-11-05 06:00:00+00:00,1340751.56,1121097.9999999998,16,15,10,2
2020-11-10 06:00:00+00:00,1389102.06,1048735.66,16,15,10,2
2020-11-15 06:00:00+00:00,1137768.3400000003,1024176.12,16,15,10,2
2020-11-20 06:00:00+00:00,1148610.38,872800.96,16,16,10,2
2020-11-25 06:00:00+00:00,1143824.58,719157.28,17,16,10,2
2020-11-30 06:00:00+00:00,1103652.8599999999,750865.33,17,16,10,2
2020-12-05 06:00:00+00:00,1057493.96,707177.2000000001,17,16,10,2
2020-12-10 06:00:00+00:00,952421.94,733580.3200000001,17,17,10,2
2020-12-15 06:00:00+00:00,1070154.0,662563.84,16,16,10,2
2020-12-20 06:00:00+00:00,1043427.7799999994,588515.2300000001,16,16,10,2
2020-12-25 06:00:00+00:00,705781.5199999998,660182.1,17,16,10,2
2020-12-30 06:00:00+00:00,627808.5999999999,499748.88,17,17,10,2
2021-01-04 06:00:00+00:00,663986.5999999999,340860.62,17,16,10,2
2021-01-09 06:00:00+00:00,599859.0999999999,262477.0,17,16,10,2
2021-01-14 06:00:00+00:00,607519.5000000001,294545.1,16,16,10,2
2021-01-19 06:00:00+00:00,574183.9,233140.0,17,16,10,2
2021-01-24 06:00:00+00:00,485313.4,185978.8,18,17,10,2
2021-01-29 06:00:00+00:00,469151.0999999999,193214.0,19,17,10,2
2021-02-03 06:00:00+00:00,410803.1999999999,170688.0,20,17,10,2
2021-02-08 06:00:00+00:00,485629.0999999999,197960.0,18,17,10,2
2021-02-13 06:00:00+00:00,509411.09999999986,156529.8,17,16,10,2
2021-02-18 06:00:00+00:00,508906.4999999998,152265.2,17,17,10,2
2021-02-23 06:00:00+00:00,508906.4999999998,161128.0,17,17,10,2
2021-02-28 06:00:00+00:00,417761.59999999974,191330.3,17,17,10,2
2021-03-05 06:00:00+00:00,406657.99999999994,177264.4,18,17,10,2
2021-03-10 06:00:00+00:00,420122.5000000001,143461.0,17,17,10,2
2021-03-15 05:00:00+00:00,420122.5000000001,136623.0,17,17,10,2
2021-03-20 05:00:00+00:00,468314.5000000001,159232.6,18,17,10,2
2021-03-25 05:00:00+00:00,449955.8,198525.7,18,17,10,2
2021-03-30 05:00:00+00:00,466072.10000000003,186487.5,18,17,10,2
2021-04-04 05:00:00+00:00,426839.2999999999,172877.7,18,17,10,2
2021-04-09 05:00:00+00:00,407738.1,154384.0,18,18,10,2
2021-04-14 05:00:00+00:00,375539.19999999995,130920.4,17,17,10,2
2021-04-19 05:00:00+00:00,306608.9,133316.4,17,17,10,2
2021-04-24 05:00:00+00:00,246284.49999999994,127765.09999999999,18,17,10,2
2021-04-29 05:00:00+00:00,213330.09999999998,108421.2,18,17,10,2
2021-05-04 05:00:00+00:00,218725.80000000002,83818.0,18,17,10,2
2021-05-09 05:00:00+00:00,217139.7,64080.00000000001,16,16,10,2
2021-05-14 05:00:00+00:00,217139.7,53683.6,16,16,10,2
2021-05-19 05:00:00+00:00,235246.70000000007,66731.0,17,16,10,2
2021-05-24 05:00:00+00:00,219087.90000000002,93904.1,15,15,10,2
2021-05-29 05:00:00+00:00,240942.79999999993,71780.0,15,15,10,2
2021-06-03 05:00:00+00:00,241814.49999999997,65630.80000000002,15,14,10,2
2021-06-08 05:00:00+00:00,279714.19999999995,72480.0,14,14,10,2
2021-06-13 05:00:00+00:00,279714.19999999995,58449.399999999994,14,14,10,2
2021-06-18 05:00:00+00:00,279714.19999999995,46403.799999999996,14,14,10,2
2021-06-23 05:00:00+00:00,278761.1999999999,54685.0,14,14,10,2
2021-06-28 05:00:00+00:00,271909.59999999986,60124.99999999999,15,14,10,2
2021-07-03 05:00:00+00:00,270791.0999999999,51010.0,14,14,10,2
2021-07-08 05:00:00+00:00,289871.69999999995,56118.8,15,14,10,2
2021-07-13 05:00:00+00:00,241583.10000000003,52401.40000000001,16,15,10,2
2021-07-18 05:00:00+00:00,250944.2,71570.0,16,15,10,2
2021-07-23 05:00:00+00:00,253084.79999999996,76369.59999999998,16,15,10,2
2021-07-28 05:00:00+00:00,197220.79999999993,72015.59999999999,16,16,10,2
2021-08-02 05:00:00+00:00,177691.59999999998,62091.999999999985,18,16,10,2
2021-08-07 05:00:00+00:00,191554.9,57670.9,17,17,10,2
2021-08-12 05:00:00+00:00,229091.99999999988,60214.6,17,16,10,2
2021-08-17 05:00:00+00:00,242353.7999999999,59709.30000000001,17,16,10,2
2021-08-22 05:00:00+00:00,205758.49999999997,50782.0,16,16,10,2
2021-08-27 05:00:00+00:00,183242.4999999999,48444.799999999996,16,16,10,2
2021-09-01 05:00:00+00:00,204405.79999999996,46475.200000000004,15,15,10,2
2021-09-06 05:00:00+00:00,215462.19999999998,43150.0,16,15,10,2
2021-09-11 05:00:00+00:00,264072.49999999994,54547.0,15,14,10,2
2021-09-16 05:00:00+00:00,240222.49999999994,41061.7,15,15,10,2
2021-09-21 05:00:00+00:00,240222.49999999994,45738.10000000001,15,15,10,2
2021-09-26 05:00:00+00:00,206837.59999999995,45543.5,15,15,10,2
2021-10-01 05:00:00+00:00,204698.9,44814.10000000001,16,15,10,2
2021-10-06 05:00:00+00:00,186252.8999999999,41281.2,16,16,10,2
2021-10-11 05:00:00+00:00,159410.39999999994,37111.99999999999,19,16,10,2
2021-10-16 05:00:00+00:00,157404.09999999986,33634.99999999999,17,17,10,2
2021-10-21 05:00:00+00:00,149747.5,30932.800000000014,18,17,10,2
2021-10-26 05:00:00+00:00,166525.49999999994,37157.09999999999,18,17,10,2
2021-10-31 05:00:00+00:00,171157.8,38818.00000000001,18,17,10,2
2020-04-05 05:00:00+00:00,788126.52,1468448.0499999998,9,9,10,5
2020-05-25 05:00:00+00:00,646366.1400000001,1212571.63,10,9,10,5
2020-05-30 05:00:00+00:00,689718.2400000002,1195418.08,10,10,10,5
2020-06-04 05:00:00+00:00,632287.4400000002,1025526.0999999999,11,10,10,5
2020-06-09 05:00:00+00:00,620871.8400000003,968629.96,11,11,10,5
2020-06-14 05:00:00+00:00,620871.8400000003,1005305.25,11,11,10,5
2020-06-19 05:00:00+00:00,620871.8400000003,873201.5800000001,11,11,10,5
2020-06-24 05:00:00+00:00,620871.8400000003,795787.5599999999,11,11,10,5
2020-06-29 05:00:00+00:00,632937.3400000003,951899.0999999999,12,11,10,5
2020-07-04 05:00:00+00:00,663971.3400000003,989633.71,12,11,10,5
2020-07-09 05:00:00+00:00,618806.8400000003,825134.32,12,12,10,5
2020-07-14 05:00:00+00:00,618806.8400000003,829997.8,12,12,10,5
2020-07-19 05:00:00+00:00,544767.1000000001,885722.92,13,12,10,5
2020-07-24 05:00:00+00:00,490860.43000000005,846937.5,13,12,10,5
2020-07-29 05:00:00+00:00,542325.56,795416.8,14,12,10,5
2020-08-03 05:00:00+00:00,589280.4600000001,754865.5,13,12,10,5
2020-08-09 05:00:00+00:00,713328.1099999999,803661.3099999999,12,11,10,5
2020-08-14 05:00:00+00:00,719689.71,756212.1599999999,12,11,10,5
2020-08-19 05:00:00+00:00,684364.9099999999,789320.53,12,12,10,5
2020-08-27 05:00:00+00:00,902055.6700000003,784190.43,12,11,10,5
2020-09-01 05:00:00+00:00,944861.7700000003,760961.4,12,12,10,5
2020-09-06 05:00:00+00:00,1205351.1500000001,1228361.8699999999,12,11,10,5
2020-09-11 05:00:00+00:00,1068797.55,906839.4,12,12,10,5
2020-09-16 05:00:00+00:00,1068797.55,1004420.0,12,12,10,5
2020-09-21 05:00:00+00:00,937514.3499999999,792856.99,13,13,10,5
2020-09-26 05:00:00+00:00,937514.3499999999,806897.2100000001,13,13,10,5
2020-10-01 05:00:00+00:00,937514.3499999999,845196.2800000001,13,13,10,5
2020-10-06 05:00:00+00:00,1085839.15,990995.5,14,13,10,5
2020-10-11 05:00:00+00:00,1099223.95,932720.1,14,13,10,5
2020-10-16 05:00:00+00:00,1141969.1,1036376.2,14,13,10,5
2020-10-21 05:00:00+00:00,1240751.3000000003,1092723.2400000002,14,13,10,5
2020-10-26 05:00:00+00:00,1252007.6,1044083.92,14,13,10,5
2020-10-31 05:00:00+00:00,1263904.8200000003,1115193.25,14,13,10,5
2020-11-05 06:00:00+00:00,1145030.8899999997,1121097.9999999998,15,13,10,5
2020-11-10 06:00:00+00:00,1186333.69,1048735.66,15,13,10,5
2020-11-15 06:00:00+00:00,1019429.71,1024176.12,14,13,10,5
2020-11-20 06:00:00+00:00,1002744.9800000002,872800.96,15,14,10,5
2020-11-25 06:00:00+00:00,1024253.8600000001,719157.28,14,14,10,5
2020-11-30 06:00:00+00:00,1070945.2,750865.33,15,14,10,5
2020-12-05 06:00:00+00:00,1026306.1,707177.2000000001,16,14,10,5
2020-12-10 06:00:00+00:00,909666.9299999999,733580.3200000001,15,15,10,5
2020-12-15 06:00:00+00:00,830147.7000000003,662563.84,15,15,10,5
2020-12-20 06:00:00+00:00,811647.9800000001,588515.2300000001,15,15,10,5
2020-12-25 06:00:00+00:00,545207.7199999997,660182.1,17,15,10,5
2020-12-30 06:00:00+00:00,471783.1,499748.88,18,16,10,5
2021-01-04 06:00:00+00:00,501012.9,340860.62,16,15,10,5
2021-01-09 06:00:00+00:00,452849.59999999986,262477.0,15,15,10,5
2021-01-14 06:00:00+00:00,459699.20000000007,294545.1,16,15,10,5
2021-01-19 06:00:00+00:00,431329.39999999997,233140.0,16,15,10,5
2021-01-24 06:00:00+00:00,364305.80000000005,185978.8,16,16,10,5
2021-01-29 06:00:00+00:00,352295.50000000006,193214.0,16,16,10,5
2021-02-03 06:00:00+00:00,310712.2,170688.0,19,16,10,5
2021-02-08 06:00:00+00:00,366895.19999999995,197960.0,17,16,10,5
2021-02-13 06:00:00+00:00,385769.7000000001,156529.8,16,15,10,5
2021-02-18 06:00:00+00:00,385386.90000000014,152265.2,16,16,10,5
2021-02-23 06:00:00+00:00,385386.90000000014,161128.0,16,16,10,5
2021-02-28 06:00:00+00:00,339747.89999999985,191330.3,16,16,10,5
2021-03-05 06:00:00+00:00,329465.9,177264.4,17,16,10,5
2021-03-10 06:00:00+00:00,344707.1999999999,143461.0,16,16,10,5
2021-03-15 05:00:00+00:00,344707.1999999999,136623.0,16,16,10,5
2021-03-20 05:00:00+00:00,384164.39999999997,159232.6,17,16,10,5
2021-03-25 05:00:00+00:00,369400.4,198525.7,17,16,10,5
2021-03-30 05:00:00+00:00,385407.5000000001,186487.5,17,16,10,5
2021-04-04 05:00:00+00:00,348631.6,172877.7,19,16,10,5
2021-04-09 05:00:00+00:00,333721.00000000006,154384.0,17,17,10,5
2021-04-14 05:00:00+00:00,309660.2000000001,130920.4,18,16,10,5
2021-04-19 05:00:00+00:00,283127.20000000007,133316.4,16,16,10,5
2021-04-24 05:00:00+00:00,226069.6,127765.09999999999,18,16,10,5
2021-04-29 05:00:00+00:00,194157.7,108421.2,16,16,10,5
2021-05-04 05:00:00+00:00,199719.2,83818.0,16,16,10,5
2021-05-09 05:00:00+00:00,199623.0,64080.00000000001,15,15,10,5
2021-05-14 05:00:00+00:00,199623.0,53683.6,15,15,10,5
2021-05-19 05:00:00+00:00,229617.29999999996,66731.0,15,15,10,5
2021-05-24 05:00:00+00:00,203542.70000000004,93904.1,14,14,10,5
2021-05-29 05:00:00+00:00,220525.20000000004,71780.0,14,14,10,5
2021-06-03 05:00:00+00:00,225314.99999999997,65630.80000000002,13,13,10,5
2021-06-08 05:00:00+00:00,225314.99999999997,72480.0,13,13,10,5
2021-06-13 05:00:00+00:00,225314.99999999997,58449.399999999994,13,13,10,5
2021-06-18 05:00:00+00:00,225314.99999999997,46403.799999999996,13,13,10,5
